CAS,name,Purity,Density g/ml,V/ul,loading solvent,Volume of loading solvent/ul,PE/EA,Flow mL/min,Ending time,column_specs,t1,t2,smiles,verified t1,verified t2
101-97-3,Ethyl phenylacetate,0.99,1.03,100,PE,300,0/1,15,2023-07-20_13-38-32.xlsx,Silica-CS 25g,1408,1851,CCOC(=O)CC1=CC=CC=C1,1408,1851
101-97-3,Ethyl phenylacetate,0.99,1.03,200,PE,300,0/1,15,2023-07-20_13-47-30.xlsx,Silica-CS 25g,1571,2104,CCOC(=O)CC1=CC=CC=C1,1571,2104
101-97-3,Ethyl phenylacetate,0.99,1.03,300,PE,300,0/1,15,2023-07-20_13-53-20.xlsx,Silica-CS 25g,1352,1972,CCOC(=O)CC1=CC=CC=C1,1352,1972
101-97-3,Ethyl phenylacetate,0.99,1.03,100,PE,300,1/1,15,2023-07-20_13-59-22.xlsx,Silica-CS 25g,1517,2159,CCOC(=O)CC1=CC=CC=C1,1517,2159
101-97-3,Ethyl phenylacetate,0.99,1.03,200,PE,300,1/1,15,2023-07-20_14-04-59.xlsx,Silica-CS 25g,1570,2324,CCOC(=O)CC1=CC=CC=C1,1570,2324
101-97-3,Ethyl phenylacetate,0.99,1.03,300,PE,300,1/1,15,2023-07-20_14-10-40.xlsx,Silica-CS 25g,-1,-1,CCOC(=O)CC1=CC=CC=C1,-1,-1
101-97-3,Ethyl phenylacetate,0.99,1.03,100,PE,300,2/1,15,2023-07-20_14-17-16.xlsx,Silica-CS 25g,-1,-1,CCOC(=O)CC1=CC=CC=C1,-1,-1
101-97-3,Ethyl phenylacetate,0.99,1.03,200,PE,300,2/1,15,2023-07-20_14-23-33.xlsx,Silica-CS 25g,-1,-1,CCOC(=O)CC1=CC=CC=C1,-1,-1
101-97-3,Ethyl phenylacetate,0.99,1.03,300,PE,300,2/1,15,2023-07-20_14-30-04.xlsx,Silica-CS 25g,1693,2812,CCOC(=O)CC1=CC=CC=C1,1693,2812
101-97-3,Ethyl phenylacetate,0.99,1.03,100,PE,300,5/1,15,2023-07-20_14-37-26.xlsx,Silica-CS 25g,-1,-1,CCOC(=O)CC1=CC=CC=C1,-1,-1
101-97-3,Ethyl phenylacetate,0.99,1.03,200,PE,300,5/1,15,2023-07-20_14-45-17.xlsx,Silica-CS 25g,-1,-1,CCOC(=O)CC1=CC=CC=C1,-1,-1
101-97-3,Ethyl phenylacetate,0.99,1.03,300,PE,300,5/1,15,2023-07-20_15-15-31.xlsx,Silica-CS 25g,-1,-1,CCOC(=O)CC1=CC=CC=C1,-1,-1
101-97-3,Ethyl phenylacetate,0.99,1.03,100,PE,300,10/1,15,2023-07-20_16-03-06.xlsx,Silica-CS 25g,-1,-1,CCOC(=O)CC1=CC=CC=C1,-1,-1
101-97-3,Ethyl phenylacetate,0.99,1.03,200,PE,300,10/1,15,2023-07-20_16-13-08.xlsx,Silica-CS 25g,2866,4906,CCOC(=O)CC1=CC=CC=C1,2866,4906
101-97-3,Ethyl phenylacetate,0.99,1.03,300,PE,300,10/1,15,2023-07-20_16-23-31.xlsx,Silica-CS 25g,2845,5132,CCOC(=O)CC1=CC=CC=C1,2845,5132
101-97-3,Ethyl phenylacetate,0.99,1.03,100,PE,300,20/1,15,2023-07-20_16-34-19.xlsx,Silica-CS 25g,4893,5613,CCOC(=O)CC1=CC=CC=C1,4893,5613
101-97-3,Ethyl phenylacetate,0.99,1.03,200,PE,300,20/1,15,2023-07-20_16-45-41.xlsx,Silica-CS 25g,-1,-1,CCOC(=O)CC1=CC=CC=C1,-1,-1
101-97-3,Ethyl phenylacetate,0.99,1.03,300,PE,300,20/1,15,2023-07-20_21-03-38.xlsx,Silica-CS 25g,3939,6497,CCOC(=O)CC1=CC=CC=C1,3939,6497
101-97-3,Ethyl phenylacetate,0.99,1.03,100,PE,300,50/1,15,-,Silica-CS 25g,,,CCOC(=O)CC1=CC=CC=C1,,
101-97-3,Ethyl phenylacetate,0.99,1.03,200,PE,300,50/1,15,2023-07-20_21-30-40.xlsx,Silica-CS 25g,-1,-1,CCOC(=O)CC1=CC=CC=C1,-1,-1
101-97-3,Ethyl phenylacetate,0.99,1.03,300,PE,300,50/1,15,2023-07-20_17-28-32.xlsx,Silica-CS 25g,1262,2855,CCOC(=O)CC1=CC=CC=C1,1262,2855
119-36-8,Methyl salicylate,0.99,1.174,100,PE,300,0/1,15,2023-07-20_17-43-29.xlsx,Silica-CS 25g,-1,-1,COC(=O)C1=CC=CC=C1O,-1,-1
119-36-8,Methyl salicylate,0.99,1.174,200,PE,300,0/1,15,2023-07-20_17-49-00.xlsx,Silica-CS 25g,1419,2236,COC(=O)C1=CC=CC=C1O,1419,2236
119-36-8,Methyl salicylate,0.99,1.174,300,PE,300,0/1,15,2023-07-20_17-54-36.xlsx,Silica-CS 25g,1458,2329,COC(=O)C1=CC=CC=C1O,1458,2329
119-36-8,Methyl salicylate,0.99,1.174,100,PE,300,1/1,15,2023-07-20_18-00-43.xlsx,Silica-CS 25g,1745,2411,COC(=O)C1=CC=CC=C1O,1745,2411
119-36-8,Methyl salicylate,0.99,1.174,200,PE,300,1/1,15,2023-07-20_18-06-39.xlsx,Silica-CS 25g,1599,2508,COC(=O)C1=CC=CC=C1O,1599,2508
119-36-8,Methyl salicylate,0.99,1.174,300,PE,300,1/1,15,2023-07-20_18-12-50.xlsx,Silica-CS 25g,-1,-1,COC(=O)C1=CC=CC=C1O,-1,-1
119-36-8,Methyl salicylate,0.99,1.174,100,PE,300,2/1,15,2023-07-20_18-19-26.xlsx,Silica-CS 25g,-1,-1,COC(=O)C1=CC=CC=C1O,-1,-1
119-36-8,Methyl salicylate,0.99,1.174,200,PE,300,2/1,15,2023-07-20_18-25-43.xlsx,Silica-CS 25g,-1,-1,COC(=O)C1=CC=CC=C1O,-1,-1
119-36-8,Methyl salicylate,0.99,1.174,300,PE,300,2/1,15,2023-07-20_18-32-14.xlsx,Silica-CS 25g,1735,2840,COC(=O)C1=CC=CC=C1O,1735,2840
119-36-8,Methyl salicylate,0.99,1.174,100,PE,300,5/1,15,2023-07-20_18-39-46.xlsx,Silica-CS 25g,-1,-1,COC(=O)C1=CC=CC=C1O,-1,-1
119-36-8,Methyl salicylate,0.99,1.174,200,PE,300,5/1,15,2023-07-20_18-46-52.xlsx,Silica-CS 25g,2043,3164,COC(=O)C1=CC=CC=C1O,2043,3164
119-36-8,Methyl salicylate,0.99,1.174,300,PE,300,5/1,15,2023-07-20_18-54-09.xlsx,Silica-CS 25g,2074,3296,COC(=O)C1=CC=CC=C1O,2074,3296
119-36-8,Methyl salicylate,0.99,1.174,100,PE,300,10/1,15,2023-07-20_19-02-26.xlsx,Silica-CS 25g,2727,3309,COC(=O)C1=CC=CC=C1O,2727,3309
119-36-8,Methyl salicylate,0.99,1.174,200,PE,300,10/1,15,2023-07-20_19-10-23.xlsx,Silica-CS 25g,-1,-1,COC(=O)C1=CC=CC=C1O,-1,-1
119-36-8,Methyl salicylate,0.99,1.174,300,PE,300,10/1,15,2023-07-20_19-18-30.xlsx,Silica-CS 25g,-1,-1,COC(=O)C1=CC=CC=C1O,-1,-1
119-36-8,Methyl salicylate,0.99,1.174,100,PE,300,20/1,15,2023-07-20_19-50-36.xlsx,Silica-CS 25g,2912,4380,COC(=O)C1=CC=CC=C1O,2912,4380
119-36-8,Methyl salicylate,0.99,1.174,200,PE,300,20/1,15,2023-07-20_19-59-48.xlsx,Silica-CS 25g,2919,4454,COC(=O)C1=CC=CC=C1O,2919,4454
119-36-8,Methyl salicylate,0.99,1.174,300,PE,300,20/1,15,2023-07-20_20-09-10.xlsx,Silica-CS 25g,2874,4548,COC(=O)C1=CC=CC=C1O,2874,4548
119-36-8,Methyl salicylate,0.99,1.174,100,PE,300,50/1,15,2023-07-20_20-21-23.xlsx,Silica-CS 25g,-1,-1,COC(=O)C1=CC=CC=C1O,-1,-1
119-36-8,Methyl salicylate,0.99,1.174,200,PE,300,50/1,15,2023-07-20_20-33-42.xlsx,Silica-CS 25g,-1,-1,COC(=O)C1=CC=CC=C1O,-1,-1
119-36-8,Methyl salicylate,0.99,1.174,300,PE,300,50/1,15,2023-07-20_20-46-25.xlsx,Silica-CS 25g,3670,6488,COC(=O)C1=CC=CC=C1O,3670,6488
26537-19-9,Methyl 4-tert-butylbenzoate,0.99,0.995,200,PE,300,0/1,15,2023-07-23_13-01-00.xlsx,Silica-CS 25g,-1,-1,CC(C)(C)C1=CC=C(C=C1)C(=O)OC,-1,-1
26537-19-9,Methyl 4-tert-butylbenzoate,0.99,0.995,200,PE,300,1/1,15,2023-07-23_13-07-07.xlsx,Silica-CS 25g,1525,2402,CC(C)(C)C1=CC=C(C=C1)C(=O)OC,1525,2402
26537-19-9,Methyl 4-tert-butylbenzoate,0.99,0.995,200,PE,300,2/1,15,2023-07-23_13-13-33.xlsx,Silica-CS 25g,1667,2605,CC(C)(C)C1=CC=C(C=C1)C(=O)OC,1667,2605
26537-19-9,Methyl 4-tert-butylbenzoate,0.99,0.995,200,PE,300,5/1,15,2023-07-23_13-20-39.xlsx,Silica-CS 25g,-1,-1,CC(C)(C)C1=CC=C(C=C1)C(=O)OC,-1,-1
26537-19-9,Methyl 4-tert-butylbenzoate,0.99,0.995,200,PE,300,10/1,15,2023-07-23_13-28-51.xlsx,Silica-CS 25g,-1,-1,CC(C)(C)C1=CC=C(C=C1)C(=O)OC,-1,-1
26537-19-9,Methyl 4-tert-butylbenzoate,0.99,0.995,200,PE,300,20/1,15,2023-07-23_13-38-54.xlsx,Silica-CS 25g,2661,4574,CC(C)(C)C1=CC=C(C=C1)C(=O)OC,2661,4574
26537-19-9,Methyl 4-tert-butylbenzoate,0.99,0.995,200,PE,300,50/1,15,2023-07-23_13-53-42.xlsx,Silica-CS 25g,-1,-1,CC(C)(C)C1=CC=C(C=C1)C(=O)OC,-1,-1
535-11-5,Ethyl 2-bromopropionate,0.99,1.394,200,DCM,300,0/1,15,2023-07-23_14-06-41.xlsx,Silica-CS 25g,-1,-1,CCOC(=O)C(C)Br,-1,-1
535-11-5,Ethyl 2-bromopropionate,0.99,1.394,200,DCM,300,1/1,15,2023-07-23_14-12-32.xlsx,Silica-CS 25g,-1,-1,CCOC(=O)C(C)Br,-1,-1
535-11-5,Ethyl 2-bromopropionate,0.99,1.394,200,DCM,300,2/1,15,2023-07-23_14-18-48.xlsx,Silica-CS 25g,1817,2511,CCOC(=O)C(C)Br,1817,2511
535-11-5,Ethyl 2-bromopropionate,0.99,1.394,200,DCM,300,5/1,15,2023-07-23_14-25-55.xlsx,Silica-CS 25g,-1,-1,CCOC(=O)C(C)Br,-1,-1
535-11-5,Ethyl 2-bromopropionate,0.99,1.394,200,DCM,300,10/1,15,2023-07-23_14-34-22.xlsx,Silica-CS 25g,-1,-1,CCOC(=O)C(C)Br,-1,-1
535-11-5,Ethyl 2-bromopropionate,0.99,1.394,200,DCM,300,20/1,15,2023-07-23_14-58-15.xlsx,Silica-CS 25g,-1,-1,CCOC(=O)C(C)Br,-1,-1
535-11-5,Ethyl 2-bromopropionate,0.99,1.394,200,DCM,300,50/1,15,2023-07-23_15-13-19.xlsx,Silica-CS 25g,5119,7604,CCOC(=O)C(C)Br,5119,7604
94-02-0,Ethyl benzoylacetate,0.94,1.11,200,DCM,300,0/1,15,2023-07-23_15-30-20.xlsx,Silica-CS 25g,-1,-1,CCOC(=O)CC(=O)C1=CC=CC=C1,-1,-1
94-02-0,Ethyl benzoylacetate,0.94,1.11,200,DCM,300,1/1,15,2023-07-23_15-48-11.xlsx,Silica-CS 25g,1619,3630,CCOC(=O)CC(=O)C1=CC=CC=C1,1619,3630
94-02-0,Ethyl benzoylacetate,0.94,1.11,200,DCM,300,2/1,15,2023-07-23_15-57-28.xlsx,Silica-CS 25g,2104,4251,CCOC(=O)CC(=O)C1=CC=CC=C1,2104,4251
94-02-0,Ethyl benzoylacetate,0.94,1.11,200,DCM,300,5/1,15,2023-07-23_16-08-36.xlsx,Silica-CS 25g,3058,5418,CCOC(=O)CC(=O)C1=CC=CC=C1,3058,5418
94-02-0,Ethyl benzoylacetate,0.94,1.11,200,DCM,300,10/1,15,2023-07-23_16-21-59.xlsx,Silica-CS 25g,4218,6795,CCOC(=O)CC(=O)C1=CC=CC=C1,4218,6795
94-02-0,Ethyl benzoylacetate,0.94,1.11,200,DCM,300,20/1,15,2023-07-23_16-42-40.xlsx,Silica-CS 25g,6345,11137,CCOC(=O)CC(=O)C1=CC=CC=C1,6345,11137
94-02-0,Ethyl benzoylacetate,0.94,1.11,200,DCM,300,50/1,15,—,Silica-CS 25g,,,CCOC(=O)CC(=O)C1=CC=CC=C1,,
600-00-0,Ethyl 2-bromoisobutyrate,0.98,1.329,200,PE,300,0/1,15,2023-07-25_10-26-01.xlsx,Silica-CS 25g,1468,1933,CCOC(=O)C(C)(C)Br,1468,1933
600-00-0,Ethyl 2-bromoisobutyrate,0.98,1.329,200,PE,300,1/1,15,2023-07-25_10-31-22.xlsx,Silica-CS 25g,1495,2155,CCOC(=O)C(C)(C)Br,1495,2155
600-00-0,Ethyl 2-bromoisobutyrate,0.98,1.329,200,PE,300,2/1,15,2023-07-25_10-36-58.xlsx,Silica-CS 25g,1636,2313,CCOC(=O)C(C)(C)Br,1636,2313
600-00-0,Ethyl 2-bromoisobutyrate,0.98,1.329,200,PE,300,5/1,15,2023-07-25_10-43-05.xlsx,Silica-CS 25g,1798,2647,CCOC(=O)C(C)(C)Br,1798,2647
600-00-0,Ethyl 2-bromoisobutyrate,0.98,1.329,200,PE,300,10/1,15,2023-07-25_10-50-01.xlsx,Silica-CS 25g,2099,3140,CCOC(=O)C(C)(C)Br,2099,3140
600-00-0,Ethyl 2-bromoisobutyrate,0.98,1.329,200,PE,300,20/1,15,2023-07-25_10-58-19.xlsx,Silica-CS 25g,2584,3907,CCOC(=O)C(C)(C)Br,2584,3907
600-00-0,Ethyl 2-bromoisobutyrate,0.98,1.329,200,PE,300,50/1,15,2023-07-25_11-09-47.xlsx,Silica-CS 25g,3696,5796,CCOC(=O)C(C)(C)Br,3696,5796
103-36-6,Ethyl (2Z)-3-aminobut-2-enoate,0.99,1.049,200,DCM,300,0/1,15,2023-07-25_11-26-11.xlsx,Silica-CS 25g,1661,3848,CCOC(=O)/C=C/C1=CC=CC=C1,1661,3848
103-36-6,Ethyl cinnamate,0.99,1.049,200,DCM,300,1/1,15,2023-07-25_11-32-58.xlsx,Silica-CS 25g,1438,3038,CCOC(=O)/C=C/C1=CC=CC=C1,1438,3038
103-36-6,Ethyl cinnamate,0.99,1.049,200,DCM,300,2/1,15,2023-07-25_11-40-25.xlsx,Silica-CS 25g,1578,3434,CCOC(=O)/C=C/C1=CC=CC=C1,1578,3434
103-36-6,Ethyl cinnamate,0.99,1.049,200,DCM,300,5/1,15,2023-07-25_11-48-58.xlsx,Silica-CS 25g,-1,-1,CCOC(=O)/C=C/C1=CC=CC=C1,-1,-1
103-36-6,Ethyl cinnamate,0.99,1.049,200,DCM,300,10/1,15,2023-07-25_11-59-10.xlsx,Silica-CS 25g,2342,5084,CCOC(=O)/C=C/C1=CC=CC=C1,2342,5084
103-36-6,Ethyl cinnamate,0.99,1.049,200,DCM,300,20/1,15,2023-07-25_12-11-49.xlsx,Silica-CS 25g,3352,6539,CCOC(=O)/C=C/C1=CC=CC=C1,3352,6539
103-36-6,Ethyl (2Z)-3-aminobut-3-enoate,0.99,1.049,200,DCM,300,50/1,15,2023-07-25_12-32-45.xlsx,Silica-CS 25g,6095,11502,CCOC(=O)/C=C/C1=CC=CC=C1,6095,11502
626-34-6,Ethyl (2Z)-3-aminobut-2-enoate,0.9976,1.022,200,PE,300,0/1,15,2023-07-25_13-04-19.xlsx,Silica-CS 25g,1616,5273,CCOC(=O)/C=C(/C)\N,1616,5273
626-34-6,Ethyl (2Z)-3-aminobut-2-enoate,0.9976,1.022,200,PE,300,1/1,15,2023-07-25_13-13-12.xlsx,Silica-CS 25g,2182,4261,CCOC(=O)/C=C(/C)\N,2182,4261
626-34-6,Ethyl (2Z)-3-aminobut-2-enoate,0.9976,1.022,200,PE,300,2/1,15,2023-07-25_13-24-05.xlsx,Silica-CS 25g,3057,5481,CCOC(=O)/C=C(/C)\N,3057,5481
626-34-6,Ethyl (2Z)-3-aminobut-2-enoate,0.9976,1.022,200,PE,300,5/1,15,2023-07-25_13-44-46.xlsx,Silica-CS 25g,5771,11318,CCOC(=O)/C=C(/C)\N,5771,11318
626-34-6,Ethyl (2Z)-3-aminobut-2-enoate,0.9976,1.022,200,PE,300,10/1,15,2023-07-25_14-15-20.xlsx,Silica-CS 25g,-1,-1,CCOC(=O)/C=C(/C)\N,-1,-1
1694-31-1,tert-Butyl acetoacetate,0.97,0.954,200,DCM,300,0/1,15,2023-07-25_14-52-56.xlsx,Silica-CS 25g,1390,2202,CC(=O)CC(=O)OC(C)(C)C,1390,2202
1694-31-1,tert-Butyl acetoacetate,0.97,0.954,200,DCM,300,1/1,15,2023-07-25_14-59-33.xlsx,Silica-CS 25g,1770,2949,CC(=O)CC(=O)OC(C)(C)C,1770,2949
1694-31-1,tert-Butyl acetoacetate,0.97,0.954,200,DCM,300,2/1,15,2023-07-25_15-07-25.xlsx,Silica-CS 25g,2256,3705,CC(=O)CC(=O)OC(C)(C)C,2256,3705
1694-31-1,tert-Butyl acetoacetate,0.97,0.954,200,DCM,300,5/1,15,2023-07-25_15-18-37.xlsx,Silica-CS 25g,-1,-1,CC(=O)CC(=O)OC(C)(C)C,-1,-1
1694-31-1,tert-Butyl acetoacetate,0.97,0.954,200,DCM,300,10/1,15,2023-07-25_15-35-32.xlsx,Silica-CS 25g,5210,9061,CC(=O)CC(=O)OC(C)(C)C,5210,9061
1694-31-1,tert-Butyl acetoacetate,0.97,0.954,200,DCM,300,20/1,15,2023-07-25_16-03-44.xlsx,Silica-CS 25g,8837,15812,CC(=O)CC(=O)OC(C)(C)C,8837,15812
1694-31-1,tert-Butyl acetoacetate,0.97,0.954,200,DCM,300,50/1,15,-,Silica-CS 25g,,,CC(=O)CC(=O)OC(C)(C)C,,
7318-00-5,ETHYL 3-AMINOBUT-2-ENOATE,0.9913,1.022,200,DCM,300,0/1,15,2023-07-25_16-13-13.xlsx,Silica-CS 25g,1534,3683,CCOC(=O)/C=C(/C)\N,1534,3683
7318-00-5,ETHYL 3-AMINOBUT-2-ENOATE,0.9913,1.022,200,DCM,300,1/1,15,2023-07-25_16-22-00.xlsx,Silica-CS 25g,2196,4237,CCOC(=O)/C=C(/C)\N,2196,4237
7318-00-5,ETHYL 3-AMINOBUT-2-ENOATE,0.9913,1.022,200,DCM,300,2/1,15,2023-07-25_16-33-03.xlsx,Silica-CS 25g,3091,5552,CCOC(=O)/C=C(/C)\N,3091,5552
7318-00-5,ETHYL 3-AMINOBUT-2-ENOATE,0.9913,1.022,200,DCM,300,5/1,15,2023-07-25_16-53-23.xlsx,Silica-CS 25g,6053,11159,CCOC(=O)/C=C(/C)\N,6053,11159
7318-00-5,ETHYL 3-AMINOBUT-2-ENOATE,0.9913,1.022,200,DCM,300,10/1,15,2023-07-25_17-23-57.xlsx,Silica-CS 25g,-1,-1,CCOC(=O)/C=C(/C)\N,-1,-1
7318-00-5,ETHYL 3-AMINOBUT-2-ENOATE,0.9913,1.022,200,DCM,300,20/1,15,-,Silica-CS 25g,,,CCOC(=O)/C=C(/C)\N,,
7318-00-5,ETHYL 3-AMINOBUT-2-ENOATE,0.9913,1.022,200,DCM,300,50/1,15,-,Silica-CS 25g,,,CCOC(=O)/C=C(/C)\N,,
105-45-3,Methyl 3-oxobutanoate,0.95,1.076,200,DCM,300,0/1,15,2023-07-25_18-10-00.xlsx,Silica-CS 25g,1439,3038,CC(=O)CC(=O)OC,1439,3038
105-45-3,Methyl 3-oxobutanoate,0.95,1.076,200,DCM,300,1/1,15,2023-07-25_18-20-13.xlsx,Silica-CS 25g,2369,4075,CC(=O)CC(=O)OC,2369,4075
105-45-3,Methyl 3-oxobutanoate,0.95,1.076,200,DCM,300,2/1,15,2023-07-25_18-32-11.xlsx,Silica-CS 25g,-1,-1,CC(=O)CC(=O)OC,-1,-1
105-45-3,Methyl 3-oxobutanoate,0.95,1.076,200,DCM,300,5/1,15,2023-07-25_18-52-51.xlsx,Silica-CS 25g,6153,11384,CC(=O)CC(=O)OC,6153,11384
105-45-3,Methyl 3-oxobutanoate,0.95,1.076,200,DCM,300,10/1,15,2023-07-25_19-26-21.xlsx,Silica-CS 25g,12197,18862,CC(=O)CC(=O)OC,12197,18862
105-45-3,Methyl 3-oxobutanoate,0.95,1.076,200,DCM,300,20/1,15,2023-07-25_20-16-55.xlsx,Silica-CS 25g,-1,-1,CC(=O)CC(=O)OC,-1,-1
762-42-5,Dimethyl But-2-ynedioate,0.98,1.412,200,DCM,300,0/1,15,2023-07-26_10-24-36.xlsx,Silica-CS 25g,1574,2572,COC(=O)C#CC(=O)OC,1574,2572
762-42-5,Dimethyl But-2-ynedioate,0.98,1.412,200,DCM,300,1/1,15,2023-07-26_10-30-27.xlsx,Silica-CS 25g,1811,2477,COC(=O)C#CC(=O)OC,1811,2477
762-42-5,Dimethyl But-2-ynedioate,0.98,1.412,200,DCM,300,2/1,15,2023-07-26_10-37-13.xlsx,Silica-CS 25g,-1,-1,COC(=O)C#CC(=O)OC,-1,-1
762-42-5,Dimethyl But-2-ynedioate,0.98,1.412,200,DCM,300,5/1,15,2023-07-26_10-46-15.xlsx,Silica-CS 25g,3285,4357,COC(=O)C#CC(=O)OC,3285,4357
762-42-5,Dimethyl But-2-ynedioate,0.98,1.412,200,DCM,300,10/1,15,2023-07-26_10-58-09.xlsx,Silica-CS 25g,-1,-1,COC(=O)C#CC(=O)OC,-1,-1
762-42-5,Dimethyl But-2-ynedioate,0.98,1.412,200,DCM,300,20/1,15,2023-07-26_11-33-45.xlsx,Silica-CS 25g,6411,8524,COC(=O)C#CC(=O)OC,6411,8524
762-42-5,Dimethyl But-2-ynedioate,0.98,1.412,200,DCM,300,50/1,15,2023-07-26_11-59-27.xlsx,Silica-CS 25g,-1,-1,COC(=O)C#CC(=O)OC,-1,-1
134-20-3,Methyl anthranilate,0.98,1.168,200,DCM,300,0/1,15,2023-07-26_12-37-13.xlsx,Silica-CS 25g,1526,5035,COC(=O)C1=CC=CC=C1N,1526,5035
134-20-3,Methyl anthranilate,0.98,1.168,200,DCM,300,1/1,15,2023-07-26_12-43-55.xlsx,Silica-CS 25g,1576,2973,COC(=O)C1=CC=CC=C1N,1576,2973
134-20-3,Methyl anthranilate,0.98,1.168,200,DCM,300,2/1,15,2023-07-26_12-51-41.xlsx,Silica-CS 25g,1907,3618,COC(=O)C1=CC=CC=C1N,1907,3618
134-20-3,Methyl anthranilate,0.98,1.168,200,DCM,300,5/1,15,2023-07-26_12-57-58.xlsx,Silica-CS 25g,-1,-1,COC(=O)C1=CC=CC=C1N,-1,-1
134-20-3,Methyl anthranilate,0.98,1.168,200,DCM,300,10/1,15,2023-07-26_13-29-19.xlsx,Silica-CS 25g,2517,3423,COC(=O)C1=CC=CC=C1N,2517,3423
134-20-3,Methyl anthranilate,0.98,1.168,200,DCM,300,20/1,15,2023-07-26_13-42-13.xlsx,Silica-CS 25g,1362,6683,COC(=O)C1=CC=CC=C1N,1362,6683
134-20-3,Methyl anthranilate,0.98,1.168,200,DCM,300,50/1,15,2023-07-26_14-04-59.xlsx,Silica-CS 25g,1783,9213,COC(=O)C1=CC=CC=C1N,1783,9213
