CAS,name,Purity,Density g/ml,V/ul,loading solvent,Volume of loading solvent/ul,PE/EA,Flow mL/min,Ending time,column_specs,t1,t2,smiles,verified t1,verified t2
51934-41-9,Ethyl 4-iodobenzoate,0.98,1.641,100,DCM,300,1/0,10,2024-05-07_13-05-28.xlsx,Silica-CS 4g,546,2247,CCOC(=O)C1=CC=C(C=C1)I,546,2247
51934-41-9,Ethyl 4-iodobenzoate,0.98,1.641,100,DCM,300,100/1,10,2024-05-07_13-09-45.xlsx,Silica-CS 4g,787,1500,CCOC(=O)C1=CC=C(C=C1)I,787,1500
51934-41-9,Ethyl 4-iodobenzoate,0.98,1.641,100,DCM,300,50/1,10,2024-05-07_13-35-09.xlsx,Silica-CS 4g,629,1317,CCOC(=O)C1=CC=C(C=C1)I,629,1317
51934-41-9,Ethyl 4-iodobenzoate,0.98,1.641,100,DCM,300,30/1,10,2024-05-07_13-39-36.xlsx,Silica-CS 4g,631,1228,CCOC(=O)C1=CC=C(C=C1)I,631,1228
51934-41-9,Ethyl 4-iodobenzoate,0.98,1.641,100,DCM,300,15/1,10,2024-05-07_14-08-38.xlsx,Silica-CS 4g,446,906,CCOC(=O)C1=CC=C(C=C1)I,446,906
105-13-5,(4-Methoxybenzyl)methanol,0.9919,1.113,100,DCM,300,1/0,10,2024-05-07_15-28-22.xlsx,Silica-CS 4g,1290,5436,COC1=CC=C(C=C1)CO,1290,5436
105-13-5,(4-Methoxybenzyl)methanol,0.9919,1.113,100,DCM,300,100/1,10,2024-05-07_15-09-37.xlsx,Silica-CS 4g,1106,2416,COC1=CC=C(C=C1)CO,1106,2416
105-13-5,(4-Methoxybenzyl)methanol,0.9919,1.113,100,DCM,300,50/1,10,2024-05-07_15-03-49.xlsx,Silica-CS 4g,964,1706,COC1=CC=C(C=C1)CO,964,1706
105-13-5,(4-Methoxybenzyl)methanol,0.9919,1.113,100,DCM,300,30/1,10,2024-05-07_14-59-12.xlsx,Silica-CS 4g,682,1128,COC1=CC=C(C=C1)CO,682,1128
105-13-5,(4-Methoxybenzyl)methanol,0.9919,1.113,100,DCM,300,15/1,10,2024-05-07_14-55-06.xlsx,Silica-CS 4g,990,1354,COC1=CC=C(C=C1)CO,990,1354
1746-13-0,Allyl phenyl ether,0.9973,0.978,100,DCM,300,1/0,10,2024-05-07_15-41-55.xlsx,Silica-CS 4g,748,1298,C=CCOC1=CC=CC=C1,748,1298
1746-13-0,Allyl phenyl ether,0.9973,0.978,100,DCM,300,100/1,10,2024-05-07_15-45-56.xlsx,Silica-CS 4g,738,1435,C=CCOC1=CC=CC=C1,738,1435
1746-13-0,Allyl phenyl ether,0.9973,0.978,100,DCM,300,50/1,10,2024-05-07_15-49-43.xlsx,Silica-CS 4g,651,1346,C=CCOC1=CC=CC=C1,651,1346
1746-13-0,Allyl phenyl ether,0.9973,0.978,100,DCM,300,30/1,10,2024-05-07_15-53-30.xlsx,Silica-CS 4g,678,1239,C=CCOC1=CC=CC=C1,678,1239
1746-13-0,Allyl phenyl ether,0.9973,0.978,100,DCM,300,15/1,10,2024-05-07_15-57-12.xlsx,Silica-CS 4g,654,1288,C=CCOC1=CC=CC=C1,654,1288
122-97-4,3-Phenyl-1-propanol,0.98,1.001,100,DCM,300,1/0,10,2024-05-07_16-06-09.xlsx,Silica-CS 4g,760,1394,C1=CC=C(C=C1)CCCO,760,1394
122-97-4,3-Phenyl-1-propanol,0.98,1.001,100,DCM,300,100/1,10,2024-05-07_16-12-52.xlsx,Silica-CS 4g,2358,3027,C1=CC=C(C=C1)CCCO,2358,3027
122-97-4,3-Phenyl-1-propanol,0.98,1.001,100,DCM,300,50/1,10,2024-05-07_16-17-35.xlsx,Silica-CS 4g,1118,1857,C1=CC=C(C=C1)CCCO,1118,1857
122-97-4,3-Phenyl-1-propanol,0.98,1.001,100,DCM,300,30/1,10,2024-05-07_16-21-49.xlsx,Silica-CS 4g,954,1597,C1=CC=C(C=C1)CCCO,954,1597
122-97-4,3-Phenyl-1-propanol,0.98,1.001,100,DCM,300,15/1,10,2024-05-07_16-25-42.xlsx,Silica-CS 4g,834,1367,C1=CC=C(C=C1)CCCO,834,1367
134-20-3,Methyl anthranilate,0.98,1.168,100,DCM,300,1/0,10,2024-05-07_16-53-50.xlsx,Silica-CS 4g,1319,4169,COC(=O)C1=CC=CC=C1N,1319,4169
134-20-3,Methyl anthranilate,0.98,1.168,100,DCM,300,100/1,10,2024-05-07_17-01-13.xlsx,Silica-CS 4g,1660,3370,COC(=O)C1=CC=CC=C1N,1660,3370
134-20-3,Methyl anthranilate,0.98,1.168,100,DCM,300,50/1,10,2024-05-07_17-05-35.xlsx,Silica-CS 4g,721,1572,COC(=O)C1=CC=CC=C1N,721,1572
134-20-3,Methyl anthranilate,0.98,1.168,100,DCM,300,30/1,10,2024-05-07_17-09-32.xlsx,Silica-CS 4g,678,1404,COC(=O)C1=CC=CC=C1N,678,1404
134-20-3,Methyl anthranilate,0.98,1.168,100,DCM,300,15/1,10,2024-05-07_17-13-19.xlsx,Silica-CS 4g,679,1247,COC(=O)C1=CC=CC=C1N,679,1247
455-67-4,3-Fluoropropiophenone,0.97,1.074,100,DCM,300,1/0,10,2024-05-07_17-19-59.xlsx,Silica-CS 4g,476,1098,CCC(=O)C1=CC(=CC=C1)F,476,1098
455-67-4,3-Fluoropropiophenone,0.97,1.074,100,DCM,300,100/1,10,2024-05-07_17-25-02.xlsx,Silica-CS 4g,803,1709,CCC(=O)C1=CC(=CC=C1)F,803,1709
455-67-4,3-Fluoropropiophenone,0.97,1.074,100,DCM,300,50/1,10,2024-05-07_17-29-30.xlsx,Silica-CS 4g,682,1668,CCC(=O)C1=CC(=CC=C1)F,682,1668
455-67-4,3-Fluoropropiophenone,0.97,1.074,100,DCM,300,30/1,10,2024-05-07_17-33-59.xlsx,Silica-CS 4g,669,1628,CCC(=O)C1=CC(=CC=C1)F,669,1628
455-67-4,3-Fluoropropiophenone,0.97,1.074,100,DCM,300,15/1,10,2024-05-07_17-37-42.xlsx,Silica-CS 4g,654,1244,CCC(=O)C1=CC(=CC=C1)F,654,1244
826-73-3,1-Benzosuberone,0.97,1.071,100,DCM,300,1/0,10,2024-05-07_18-52-13.xlsx,Silica-CS 4g,1491,4396,C1CCC(=O)C2=CC=CC=C2C1,1491,4396
826-73-3,1-Benzosuberone,0.97,1.071,100,DCM,300,100/1,10,2024-05-07_19-00-27.xlsx,Silica-CS 4g,1826,3948,C1CCC(=O)C2=CC=CC=C2C1,1826,3948
826-73-3,1-Benzosuberone,0.97,1.071,100,DCM,300,50/1,10,2024-05-07_19-05-19.xlsx,Silica-CS 4g,688,1983,C1CCC(=O)C2=CC=CC=C2C1,688,1983
826-73-3,1-Benzosuberone,0.97,1.071,100,DCM,300,30/1,10,2024-05-07_19-10-01.xlsx,Silica-CS 4g,658,1777,C1CCC(=O)C2=CC=CC=C2C1,658,1777
826-73-3,1-Benzosuberone,0.97,1.071,100,DCM,300,15/1,10,2024-05-07_19-13-38.xlsx,Silica-CS 4g,753,1188,C1CCC(=O)C2=CC=CC=C2C1,753,1188
3874-54-2,4-Chloro-4'-fluorobutyrophenone,0.97,1.22,100,DCM,300,1/0,10,2024-05-07_19-22-59.xlsx,Silica-CS 4g,491,1070,C1=CC(=CC=C1C(=O)CCCCl)F,491,1070
3874-54-2,4-Chloro-4'-fluorobutyrophenone,0.97,1.22,100,DCM,300,100/1,10,2024-05-07_19-28-11.xlsx,Silica-CS 4g,741,2080,C1=CC(=CC=C1C(=O)CCCCl)F,741,2080
3874-54-2,4-Chloro-4'-fluorobutyrophenone,0.97,1.22,100,DCM,300,50/1,10,2024-05-07_19-32-08.xlsx,Silica-CS 4g,661,1283,C1=CC(=CC=C1C(=O)CCCCl)F,661,1283
3874-54-2,4-Chloro-4'-fluorobutyrophenone,0.97,1.22,100,DCM,300,30/1,10,2024-05-07_19-35-55.xlsx,Silica-CS 4g,612,1280,C1=CC(=CC=C1C(=O)CCCCl)F,612,1280
3874-54-2,4-Chloro-4'-fluorobutyrophenone,0.97,1.22,100,DCM,300,15/1,10,2024-05-07_19-39-41.xlsx,Silica-CS 4g,639,1211,C1=CC(=CC=C1C(=O)CCCCl)F,639,1211
1570-48-5,3-PROPIONYLPYRIDINE,0.97,1.114,100,DCM,300,1/0,10,2024-05-07_19-54-45.xlsx,Silica-CS 4g,549,5393,CCC(=O)C1=CN=CC=C1,549,5393
1570-48-5,3-PROPIONYLPYRIDINE,0.97,1.114,100,DCM,300,100/1,10,2024-05-07_20-12-23.xlsx,Silica-CS 4g,4952,4963,CCC(=O)C1=CN=CC=C1,4952,4963
1570-48-5,3-PROPIONYLPYRIDINE,0.97,1.114,100,DCM,300,50/1,10,2024-05-07_20-18-56.xlsx,Silica-CS 4g,1054,2224,CCC(=O)C1=CN=CC=C1,1054,2224
1570-48-5,3-PROPIONYLPYRIDINE,0.97,1.114,100,DCM,300,30/1,10,2024-05-07_20-23-53.xlsx,Silica-CS 4g,721,2008,CCC(=O)C1=CN=CC=C1,721,2008
1570-48-5,3-PROPIONYLPYRIDINE,0.97,1.114,100,DCM,300,15/1,10,2024-05-07_20-28-45.xlsx,Silica-CS 4g,729,1880,CCC(=O)C1=CN=CC=C1,729,1880
3770-82-9,"1,3-DIBENZOYLBENZENE",0.97,1.165,100,DCM,500,1/0,10,2024-05-07_20-35-40.xlsx,Silica-CS 4g,657,1569,C1=CC=C(C=C1)C(=O)C2=CC(=CC=C2)C(=O)C3=CC=CC=C3,657,1569
3770-82-9,"1,3-DIBENZOYLBENZENE",0.97,1.165,100,DCM,500,100/1,10,2024-05-07_20-41-58.xlsx,Silica-CS 4g,907,2753,C1=CC=C(C=C1)C(=O)C2=CC(=CC=C2)C(=O)C3=CC=CC=C3,907,2753
3770-82-9,"1,3-DIBENZOYLBENZENE",0.97,1.165,100,DCM,500,50/1,10,2024-05-07_20-46-45.xlsx,Silica-CS 4g,661,1829,C1=CC=C(C=C1)C(=O)C2=CC(=CC=C2)C(=O)C3=CC=CC=C3,661,1829
3770-82-9,"1,3-DIBENZOYLBENZENE",0.97,1.165,100,DCM,500,30/1,10,2024-05-07_20-51-32.xlsx,Silica-CS 4g,649,1683,C1=CC=C(C=C1)C(=O)C2=CC(=CC=C2)C(=O)C3=CC=CC=C3,649,1683
3770-82-9,"1,3-DIBENZOYLBENZENE",0.97,1.165,100,DCM,500,15/1,10,2024-05-07_20-56-04.xlsx,Silica-CS 4g,636,1533,C1=CC=C(C=C1)C(=O)C2=CC(=CC=C2)C(=O)C3=CC=CC=C3,636,1533
13211-01-3,4-Phenylbutyrophenone,0.99,1.022,100,DCM,400,1/0,10,2024-05-08_09-34-23.xlsx,Silica-CS 4g,492,869,CCCC(=O)C1=CC=C(C=C1)C2=CC=CC=C2,492,869
13211-01-3,4-Phenylbutyrophenone,0.99,1.022,100,DCM,400,100/1,10,2024-05-08_09-38-30.xlsx,Silica-CS 4g,830,1439,CCCC(=O)C1=CC=C(C=C1)C2=CC=CC=C2,830,1439
13211-01-3,4-Phenylbutyrophenone,0.99,1.022,100,DCM,400,50/1,10,2024-05-08_09-42-22.xlsx,Silica-CS 4g,670,1275,CCCC(=O)C1=CC=C(C=C1)C2=CC=CC=C2,670,1275
13211-01-3,4-Phenylbutyrophenone,0.99,1.022,100,DCM,400,30/1,10,2024-05-08_09-46-23.xlsx,Silica-CS 4g,629,1394,CCCC(=O)C1=CC=C(C=C1)C2=CC=CC=C2,629,1394
13211-01-3,4-Phenylbutyrophenone,0.99,1.022,100,DCM,400,15/1,10,2024-05-08_09-50-10.xlsx,Silica-CS 4g,612,1229,CCCC(=O)C1=CC=C(C=C1)C2=CC=CC=C2,612,1229
19829-31-3,3'-Bromopropiophenone,0.9986,1.3841,100,DCM,300,1/0,10,2024-05-08_10-34-25.xlsx,Silica-CS 4g,898,1600,CCC(=O)C1=CC(=CC=C1)Br,898,1600
19829-31-3,3'-Bromopropiophenone,0.9986,1.3841,100,DCM,300,100/1,10,2024-05-08_10-38-47.xlsx,Silica-CS 4g,843,1557,CCC(=O)C1=CC(=CC=C1)Br,843,1557
19829-31-3,3'-Bromopropiophenone,0.9986,1.3841,100,DCM,300,50/1,10,2024-05-08_10-42-14.xlsx,Silica-CS 4g,644,1044,CCC(=O)C1=CC(=CC=C1)Br,644,1044
19829-31-3,3'-Bromopropiophenone,0.9986,1.3841,100,DCM,300,30/1,10,2024-05-08_10-45-35.xlsx,Silica-CS 4g,614,1030,CCC(=O)C1=CC(=CC=C1)Br,614,1030
19829-31-3,3'-Bromopropiophenone,0.9986,1.3841,100,DCM,300,15/1,10,2024-05-08_10-49-02.xlsx,Silica-CS 4g,572,1130,CCC(=O)C1=CC(=CC=C1)Br,572,1130
3378-82-3,1-BROMO-2-NAPHTHALDEHYDE,0.98,1.552,100,DCM,600,1/0,10,2024-05-08_11-06-04.xlsx,Silica-CS 4g,459,1405,C1=CC=C2C(=C1)C=CC(=C2Br)C=O,459,1405
3378-82-3,1-BROMO-2-NAPHTHALDEHYDE,0.98,1.552,100,DCM,600,100/1,10,2024-05-08_11-11-01.xlsx,Silica-CS 4g,720,1910,C1=CC=C2C(=C1)C=CC(=C2Br)C=O,720,1910
3378-82-3,1-BROMO-2-NAPHTHALDEHYDE,0.98,1.552,100,DCM,600,50/1,10,2024-05-08_11-15-23.xlsx,Silica-CS 4g,638,1575,C1=CC=C2C(=C1)C=CC(=C2Br)C=O,638,1575
3378-82-3,1-BROMO-2-NAPHTHALDEHYDE,0.98,1.552,100,DCM,600,30/1,10,2024-05-08_11-20-05.xlsx,Silica-CS 4g,629,1797,C1=CC=C2C(=C1)C=CC(=C2Br)C=O,629,1797
3378-82-3,1-BROMO-2-NAPHTHALDEHYDE,0.98,1.552,100,DCM,600,15/1,10,2024-05-08_11-25-48.xlsx,Silica-CS 4g,614,1696,C1=CC=C2C(=C1)C=CC(=C2Br)C=O,614,1696
3218-36-8,4-Biphenylcarboxaldehyde,0.98,1.107,100,DCM,400,1/0,10,2024-05-08_11-30-09.xlsx,Silica-CS 4g,627,1412,C1=CC=C(C=C1)C2=CC=C(C=C2)C=O,627,1412
3218-36-8,4-Biphenylcarboxaldehyde,0.98,1.107,100,DCM,400,100/1,10,2024-05-08_11-35-06.xlsx,Silica-CS 4g,650,1909,C1=CC=C(C=C1)C2=CC=C(C=C2)C=O,650,1909
3218-36-8,4-Biphenylcarboxaldehyde,0.98,1.107,100,DCM,400,50/1,10,2024-05-08_11-38-58.xlsx,Silica-CS 4g,647,1254,C1=CC=C(C=C1)C2=CC=C(C=C2)C=O,647,1254
3218-36-8,4-Biphenylcarboxaldehyde,0.98,1.107,100,DCM,400,30/1,10,2024-05-08_11-43-05.xlsx,Silica-CS 4g,639,1450,C1=CC=C(C=C1)C2=CC=C(C=C2)C=O,639,1450
3218-36-8,4-Biphenylcarboxaldehyde,0.98,1.107,100,DCM,400,15/1,10,2024-05-08_11-48-07.xlsx,Silica-CS 4g,598,1861,C1=CC=C(C=C1)C2=CC=C(C=C2)C=O,598,1861
938-94-3,2-(4-Methylphenyl)propanoic acid,0.98,1.0041,100,DCM,400,1/0,10,2024-05-08_13-34-55.xlsx,Silica-CS 4g,1210,6846,CC1=CC=C(C=C1)C(C)C(=O)O,1210,6846
938-94-3,2-(4-Methylphenyl)propanoic acid,0.98,1.0041,100,DCM,400,100/1,10,2024-05-08_13-54-32.xlsx,Silica-CS 4g,517,2435,CC1=CC=C(C=C1)C(C)C(=O)O,517,2435
938-94-3,2-(4-Methylphenyl)propanoic acid,0.98,1.0041,100,DCM,400,50/1,10,2024-05-08_13-59-30.xlsx,Silica-CS 4g,692,2084,CC1=CC=C(C=C1)C(C)C(=O)O,692,2084
938-94-3,2-(4-Methylphenyl)propanoic acid,0.98,1.0041,100,DCM,400,30/1,10,2024-05-08_14-04-02.xlsx,Silica-CS 4g,713,1888,CC1=CC=C(C=C1)C(C)C(=O)O,713,1888
938-94-3,2-(4-Methylphenyl)propanoic acid,0.98,1.0041,100,DCM,400,15/1,10,2024-05-08_14-08-08.xlsx,Silica-CS 4g,686,1574,CC1=CC=C(C=C1)C(C)C(=O)O,686,1574
826-55-1,2-Phenylisobutyric acid,0.98,1.089,100,DCM,400,1/0,10,2024-05-08_14-29-59.xlsx,Silica-CS 4g,785,1251,CC(C)(C1=CC=CC=C1)C(=O)O,785,1251
826-55-1,2-Phenylisobutyric acid,0.98,1.089,100,DCM,400,100/1,10,2024-05-08_14-37-01.xlsx,Silica-CS 4g,1598,3250,CC(C)(C1=CC=CC=C1)C(=O)O,1598,3250
826-55-1,2-Phenylisobutyric acid,0.98,1.089,100,DCM,400,50/1,10,2024-05-08_14-41-40.xlsx,Silica-CS 4g,942,1821,CC(C)(C1=CC=CC=C1)C(=O)O,942,1821
826-55-1,2-Phenylisobutyric acid,0.98,1.089,100,DCM,400,30/1,10,2024-05-08_14-45-53.xlsx,Silica-CS 4g,730,1658,CC(C)(C1=CC=CC=C1)C(=O)O,730,1658
826-55-1,2-Phenylisobutyric acid,0.98,1.089,100,DCM,400,15/1,10,2024-05-08_14-49-52.xlsx,Silica-CS 4g,706,1501,CC(C)(C1=CC=CC=C1)C(=O)O,706,1501
1592-38-7,2-Naphthalenemethanol,0.98,0.9887,100,DCM,800,1/0,10,2024-05-08_15-58-23.xlsx,Silica-CS 4g,811,3077,C1=CC=C2C=C(C=CC2=C1)CO,811,3077
1592-38-7,2-Naphthalenemethanol,0.98,0.9887,100,DCM,800,100/1,10,2024-05-08_16-06-31.xlsx,Silica-CS 4g,2614,3912,C1=CC=C2C=C(C=CC2=C1)CO,2614,3912
1592-38-7,2-Naphthalenemethanol,0.98,0.9887,100,DCM,800,50/1,10,2024-05-08_16-11-18.xlsx,Silica-CS 4g,1014,1878,C1=CC=C2C=C(C=CC2=C1)CO,1014,1878
1592-38-7,2-Naphthalenemethanol,0.98,0.9887,100,DCM,800,30/1,10,2024-05-08_16-15-35.xlsx,Silica-CS 4g,756,1588,C1=CC=C2C=C(C=CC2=C1)CO,756,1588
1592-38-7,2-Naphthalenemethanol,0.98,0.9887,100,DCM,800,15/1,10,2024-05-08_16-27-01.xlsx,Silica-CS 4g,501,1372,C1=CC=C2C=C(C=CC2=C1)CO,501,1372
947-84-2,2-Biphenylcarboxylic acid,0.98,1.1184,100,DCM,500,1/0,10,2024-05-08_18-35-19.xlsx,Silica-CS 4g,2551,12987,C1=CC=C(C=C1)C2=CC=CC=C2C(=O)O,2551,12987
947-84-2,2-Biphenylcarboxylic acid,0.98,1.1184,100,DCM,500,100/1,10,2024-05-08_18-46-19.xlsx,Silica-CS 4g,1732,5102,C1=CC=C(C=C1)C2=CC=CC=C2C(=O)O,1732,5102
947-84-2,2-Biphenylcarboxylic acid,0.98,1.1184,100,DCM,500,50/1,10,2024-05-08_18-54-47.xlsx,Silica-CS 4g,712,4016,C1=CC=C(C=C1)C2=CC=CC=C2C(=O)O,712,4016
947-84-2,2-Biphenylcarboxylic acid,0.98,1.1184,100,DCM,500,30/1,10,2024-05-08_19-03-05.xlsx,Silica-CS 4g,708,4085,C1=CC=C(C=C1)C2=CC=CC=C2C(=O)O,708,4085
947-84-2,2-Biphenylcarboxylic acid,0.98,1.1184,100,DCM,500,15/1,10,2024-05-08_19-09-53.xlsx,Silica-CS 4g,721,3000,C1=CC=C(C=C1)C2=CC=CC=C2C(=O)O,721,3000
85-52-9,2-Benzoylbenzoic acid,0.99,1.2022,100,DCM,1500,1/0,10,2024-05-08_19-28-47.xlsx,Silica-CS 4g,964,8030,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O,964,8030
85-52-9,2-Benzoylbenzoic acid,0.99,1.2022,100,DCM,1500,100/1,10,2024-05-08_19-44-42.xlsx,Silica-CS 4g,2653,7982,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O,2653,7982
85-52-9,2-Benzoylbenzoic acid,0.99,1.2022,100,DCM,1500,50/1,10,2024-05-08_19-58-57.xlsx,Silica-CS 4g,1014,7645,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O,1014,7645
85-52-9,2-Benzoylbenzoic acid,0.99,1.2022,100,DCM,1500,30/1,10,2024-05-08_20-11-17.xlsx,Silica-CS 4g,,,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O,,
85-52-9,2-Benzoylbenzoic acid,0.99,1.2022,100,DCM,1500,15/1,10,2024-05-08_20-20-05.xlsx,Silica-CS 4g,,,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O,,
20989-17-7,(S)-(+)-2-Phenylglycinol,0.98,1.063,100,DCM,1300,1/0,10,2024-05-09_09-49-28.xlsx,Silica-CS 4g,619,1274,C1=CC=C(C=C1)[C@@H](CO)N,619,1274
20989-17-7,(S)-(+)-2-Phenylglycinol,0.98,1.063,100,DCM,1300,100/1,10,2024-05-09_09-55-55.xlsx,Silica-CS 4g,2172,2836,C1=CC=C(C=C1)[C@@H](CO)N,2172,2836
20989-17-7,(S)-(+)-2-Phenylglycinol,0.98,1.063,100,DCM,1300,50/1,10,2024-05-09_10-00-17.xlsx,Silica-CS 4g,763,1684,C1=CC=C(C=C1)[C@@H](CO)N,763,1684
20989-17-7,(S)-(+)-2-Phenylglycinol,0.98,1.063,100,DCM,1300,30/1,10,2024-05-09_10-25-10.xlsx,Silica-CS 4g,515,1715,C1=CC=C(C=C1)[C@@H](CO)N,515,1715
20989-17-7,(S)-(+)-2-Phenylglycinol,0.98,1.063,100,DCM,1300,15/1,10,2024-05-09_10-35-25.xlsx,Silica-CS 4g,752,5093,C1=CC=C(C=C1)[C@@H](CO)N,752,5093
99-92-3,4-Aminoacetophenone,0.98,0.77,100,DCM,1500,1/0,10,2024-05-09_10-55-22.xlsx,Silica-CS 4g,850,4180,CC(=O)C1=CC=C(C=C1)N,850,4180
99-92-3,4-Aminoacetophenone,0.98,0.77,100,DCM,1500,100/1,10,2024-05-09_11-02-54.xlsx,Silica-CS 4g,2347,3611,CC(=O)C1=CC=C(C=C1)N,2347,3611
99-92-3,4-Aminoacetophenone,0.98,0.77,100,DCM,1500,50/1,10,2024-05-09_11-08-02.xlsx,Silica-CS 4g,901,2060,CC(=O)C1=CC=C(C=C1)N,901,2060
99-92-3,4-Aminoacetophenone,0.98,0.77,100,DCM,1500,30/1,10,2024-05-09_11-12-39.xlsx,Silica-CS 4g,821,1714,CC(=O)C1=CC=C(C=C1)N,821,1714
99-92-3,4-Aminoacetophenone,0.98,0.77,100,DCM,1500,15/1,10,2024-05-09_11-16-41.xlsx,Silica-CS 4g,773,1400,CC(=O)C1=CC=C(C=C1)N,773,1400
589-18-4,4-Methylbenzyl alcohol,0.9878,0.98,100,DCM,500,1/0,10,2024-05-09_11-36-54.xlsx,Silica-CS 4g,906,1845,CC1=CC=C(C=C1)CO,906,1845
