CAS,name,Purity,Density g/ml,V/ul,loading solvent,Volume of loading solvent/ul,PE/EA,Flow mL/min,Ending time,column_specs,t1,t2,smiles,verified t1,verified t2
104-52-9,1-Chloro-3-phenylpropane,0.99,1.08,100,PE,300,5/1,10,2023-08-20_14-12-50.xlsx,Silica-CS 4g+4g,1178,1642,C1=CC=C(C=C1)CCCCl,1178,1642
104-52-9,1-Chloro-3-phenylpropane,0.99,1.08,100,PE,300,10/1,10,2023-08-20_14-17-21.xlsx,Silica-CS 4g+4g,1278,1697,C1=CC=C(C=C1)CCCCl,1278,1697
104-52-9,1-Chloro-3-phenylpropane,0.99,1.08,100,PE,300,20/1,10,2023-08-20_14-22-02.xlsx,Silica-CS 4g+4g,1323,1793,C1=CC=C(C=C1)CCCCl,1323,1793
104-52-9,1-Chloro-3-phenylpropane,0.99,1.08,100,PE,300,50/1,10,2023-08-20_14-27-04.xlsx,Silica-CS 4g+4g,1318,1946,C1=CC=C(C=C1)CCCCl,1318,1946
105-13-5,(4-Methoxybenzyl)methanol,0.9919,1.113,100,DCM,300,0/1,10,2023-08-20_14-40-54.xlsx,Silica-CS 4g+4g,1127,2081,COC1=CC=C(C=C1)CO,1127,2081
105-13-5,(4-Methoxybenzyl)methanol,0.9919,1.113,100,DCM,300,1/1,10,2023-08-20_15-19-55.xlsx,Silica-CS 4g+4g,2372,3574,COC1=CC=C(C=C1)CO,2372,3574
105-13-5,(4-Methoxybenzyl)methanol,0.9919,1.113,100,DCM,300,2/1,10,2023-08-20_15-31-28.xlsx,Silica-CS 4g+4g,4013,5854,COC1=CC=C(C=C1)CO,4013,5854
105-13-5,(4-Methoxybenzyl)methanol,0.9919,1.113,100,DCM,300,5/1,10,2023-08-20_16-06-38.xlsx,Silica-CS 4g+4g,14316,19260,COC1=CC=C(C=C1)CO,14316,19260
600-00-0,Ethyl 2-bromoisobutyrate,0.98,1.329,100,PE,300,0/1,10,2023-08-20_16-27-08.xlsx,Silica-CS 4g+4g,1055,1642,CCOC(=O)C(C)(C)Br,1055,1642
600-00-0,Ethyl 2-bromoisobutyrate,0.98,1.329,100,PE,300,1/1,10,2023-08-20_18-50-00.xlsx,Silica-CS 4g+4g,1000,1471,CCOC(=O)C(C)(C)Br,1000,1471
600-00-0,Ethyl 2-bromoisobutyrate,0.98,1.329,100,PE,300,2/1,10,2023-08-20_18-54-21.xlsx,Silica-CS 4g+4g,1214,1585,CCOC(=O)C(C)(C)Br,1214,1585
600-00-0,Ethyl 2-bromoisobutyrate,0.98,1.329,100,PE,300,5/1,10,2023-08-20_18-59-08.xlsx,Silica-CS 4g+4g,1257,1800,CCOC(=O)C(C)(C)Br,1257,1800
600-00-0,Ethyl 2-bromoisobutyrate,0.98,1.329,100,PE,300,10/1,10,2023-08-20_19-04-19.xlsx,Silica-CS 4g+4g,1377,2085,CCOC(=O)C(C)(C)Br,1377,2085
600-00-0,Ethyl 2-bromoisobutyrate,0.98,1.329,100,PE,300,20/1,10,2023-08-20_19-10-00.xlsx,Silica-CS 4g+4g,1521,2399,CCOC(=O)C(C)(C)Br,1521,2399
600-00-0,Ethyl 2-bromoisobutyrate,0.98,1.329,100,PE,300,50/1,10,2023-08-20_19-17-12.xlsx,Silica-CS 4g+4g,1748,3279,CCOC(=O)C(C)(C)Br,1748,3279
123-11-5,Anisic aldehyde,0.98,1.121,100,DCM,300,0/1,10,2023-08-20_19-39-11.xlsx,Silica-CS 4g+4g,992,2504,COC1=CC=C(C=C1)C=O,992,2504
123-11-5,Anisic aldehyde,0.98,1.121,100,DCM,300,1/1,10,2023-08-20_19-44-43.xlsx,Silica-CS 4g+4g,1201,2295,COC1=CC=C(C=C1)C=O,1201,2295
123-11-5,Anisic aldehyde,0.98,1.121,100,DCM,300,2/1,10,2023-08-20_19-52-20.xlsx,Silica-CS 4g+4g,1696,3487,COC1=CC=C(C=C1)C=O,1696,3487
123-11-5,Anisic aldehyde,0.98,1.121,100,DCM,300,5/1,10,2023-08-20_20-03-28.xlsx,Silica-CS 4g+4g,2999,5614,COC1=CC=C(C=C1)C=O,2999,5614
123-11-5,Anisic aldehyde,0.98,1.121,100,DCM,300,10/1,10,2023-08-20_20-18-02.xlsx,Silica-CS 4g+4g,4540,7663,COC1=CC=C(C=C1)C=O,4540,7663
123-11-5,Anisic aldehyde,0.98,1.121,100,DCM,300,20/1,10,2023-08-20_20-39-18.xlsx,Silica-CS 4g+4g,7242,11618,COC1=CC=C(C=C1)C=O,7242,11618
123-11-5,Anisic aldehyde,0.98,1.121,100,DCM,300,50/1,10,2023-08-20_21-23-00.xlsx,Silica-CS 4g+4g,14737,24894,COC1=CC=C(C=C1)C=O,14737,24894
762-42-5,Dimethyl But-2-ynedioate,0.98,1.412,100,DCM,300,0/1,10,2023-08-20_21-36-29.xlsx,Silica-CS 4g+4g,1033,1822,COC(=O)C#CC(=O)OC,1033,1822
762-42-5,Dimethyl But-2-ynedioate,0.98,1.412,100,DCM,300,1/1,10,2023-08-20_21-41-06.xlsx,Silica-CS 4g+4g,1329,1708,COC(=O)C#CC(=O)OC,1329,1708
762-42-5,Dimethyl But-2-ynedioate,0.98,1.412,100,DCM,300,2/1,10,2023-08-20_21-46-37.xlsx,Silica-CS 4g+4g,933,2306,COC(=O)C#CC(=O)OC,933,2306
762-42-5,Dimethyl But-2-ynedioate,0.98,1.412,100,DCM,300,5/1,10,2023-08-20_21-53-23.xlsx,Silica-CS 4g+4g,2098,3021,COC(=O)C#CC(=O)OC,2098,3021
762-42-5,Dimethyl But-2-ynedioate,0.98,1.412,100,DCM,300,10/1,10,2023-08-20_22-01-36.xlsx,Silica-CS 4g+4g,2972,3897,COC(=O)C#CC(=O)OC,2972,3897
762-42-5,Dimethyl But-2-ynedioate,0.98,1.412,100,DCM,300,20/1,10,2023-08-20_22-12-08.xlsx,Silica-CS 4g+4g,3980,5422,COC(=O)C#CC(=O)OC,3980,5422
98-86-2,Acetophenone,0.9996,1.03,100,PE,300,0/1,10,2023-08-20_23-00-37.xlsx,Silica-CS 4g+4g,1054,2353,CC(=O)C1=CC=CC=C1,1054,2353
98-86-2,Acetophenone,0.9996,1.03,100,PE,300,1/1,10,2023-08-20_23-05-38.xlsx,Silica-CS 4g+4g,1225,1966,CC(=O)C1=CC=CC=C1,1225,1966
98-86-2,Acetophenone,0.9996,1.03,100,PE,300,2/1,10,2023-08-20_23-11-29.xlsx,Silica-CS 4g+4g,1441,2482,CC(=O)C1=CC=CC=C1,1441,2482
98-86-2,Acetophenone,0.9996,1.03,100,PE,300,5/1,10,2023-08-20_23-18-36.xlsx,Silica-CS 4g+4g,1854,3294,CC(=O)C1=CC=CC=C1,1854,3294
98-86-2,Acetophenone,0.9996,1.03,100,PE,300,20/1,10,2023-08-20_23-37-16.xlsx,Silica-CS 4g+4g,3492,5274,CC(=O)C1=CC=CC=C1,3492,5274
98-86-2,Acetophenone,0.9996,1.03,100,PE,300,50/1,10,2023-08-20_23-54-05.xlsx,Silica-CS 4g+4g,6171,9181,CC(=O)C1=CC=CC=C1,6171,9181
535-11-5,Ethyl 2-bromopropionate,0.99,1.394,100,DCM,300,0/1,10,2023-08-21_09-41-04.xlsx,Silica-CS 4g+4g,930,1383,CCOC(=O)C(C)Br,930,1383
535-11-5,Ethyl 2-bromopropionate,0.99,1.394,100,DCM,300,1/1,10,2023-08-21_09-45-20.xlsx,Silica-CS 4g+4g,1156,1563,CCOC(=O)C(C)Br,1156,1563
535-11-5,Ethyl 2-bromopropionate,0.99,1.394,100,DCM,300,2/1,10,2023-08-21_09-49-51.xlsx,Silica-CS 4g+4g,1197,1696,CCOC(=O)C(C)Br,1197,1696
535-11-5,Ethyl 2-bromopropionate,0.99,1.394,100,DCM,300,5/1,10,2023-08-21_09-54-52.xlsx,Silica-CS 4g+4g,1204,2015,CCOC(=O)C(C)Br,1204,2015
535-11-5,Ethyl 2-bromopropionate,0.99,1.394,100,DCM,300,10/1,10,2023-08-21_10-00-33.xlsx,Silica-CS 4g+4g,1419,2373,CCOC(=O)C(C)Br,1419,2373
535-11-5,Ethyl 2-bromopropionate,0.99,1.394,100,DCM,300,20/1,10,2023-08-21_10-07-00.xlsx,Silica-CS 4g+4g,2146,2889,CCOC(=O)C(C)Br,2146,2889
94-02-0,Ethyl benzoylacetate,0.94,1.11,100,DCM,300,0/1,10,2023-08-21_10-50-47.xlsx,Silica-CS 4g+4g,966,2397,CCOC(=O)CC(=O)C1=CC=CC=C1,966,2397
94-02-0,Ethyl benzoylacetate,0.94,1.11,100,DCM,300,1/1,10,2023-08-21_10-55-53.xlsx,Silica-CS 4g+4g,1237,2003,CCOC(=O)CC(=O)C1=CC=CC=C1,1237,2003
94-02-0,Ethyl benzoylacetate,0.94,1.11,100,DCM,300,2/1,10,2023-08-21_11-02-14.xlsx,Silica-CS 4g+4g,1187,2864,CCOC(=O)CC(=O)C1=CC=CC=C1,1187,2864
94-02-0,Ethyl benzoylacetate,0.94,1.11,100,DCM,300,5/1,10,2023-08-21_11-09-51.xlsx,Silica-CS 4g+4g,1471,3523,CCOC(=O)CC(=O)C1=CC=CC=C1,1471,3523
94-02-0,Ethyl benzoylacetate,0.94,1.11,100,DCM,300,10/1,10,2023-08-21_11-18-29.xlsx,Silica-CS 4g+4g,2560,4179,CCOC(=O)CC(=O)C1=CC=CC=C1,2560,4179
94-02-0,Ethyl benzoylacetate,0.94,1.11,100,DCM,300,20/1,10,2023-08-21_11-23-00.xlsx,Silica-CS 4g+4g,1281,1772,CCOC(=O)CC(=O)C1=CC=CC=C1,1281,1772
94-02-0,Ethyl benzoylacetate,0.94,1.11,100,DCM,300,50/1,10,2023-08-21_11-32-22.xlsx,Silica-CS 4g+4g,803,4761,CCOC(=O)CC(=O)C1=CC=CC=C1,803,4761
577-16-2,2'-Methylacetophenone,0.98,1.026,100,DCM,300,0/1,10,2023-08-21_11-42-10.xlsx,Silica-CS 4g+4g,460,4238,CC1=CC=CC=C1C(=O)C,460,4238
577-16-2,2'-Methylacetophenone,0.98,1.026,100,DCM,300,1/1,10,2023-08-21_11-46-51.xlsx,Silica-CS 4g+4g,1194,1796,CC1=CC=CC=C1C(=O)C,1194,1796
577-16-2,2'-Methylacetophenone,0.98,1.026,100,DCM,300,2/1,10,2023-08-21_11-52-07.xlsx,Silica-CS 4g+4g,1201,2245,CC1=CC=CC=C1C(=O)C,1201,2245
577-16-2,2'-Methylacetophenone,0.98,1.026,100,DCM,300,5/1,10,2023-08-21_11-58-24.xlsx,Silica-CS 4g+4g,1275,2748,CC1=CC=CC=C1C(=O)C,1275,2748
577-16-2,2'-Methylacetophenone,0.98,1.026,100,DCM,300,10/1,10,2023-08-21_12-05-46.xlsx,Silica-CS 4g+4g,1994,3410,CC1=CC=CC=C1C(=O)C,1994,3410
577-16-2,2'-Methylacetophenone,0.98,1.026,100,DCM,300,20/1,10,2023-08-21_12-14-43.xlsx,Silica-CS 4g+4g,2611,4321,CC1=CC=CC=C1C(=O)C,2611,4321
577-16-2,2'-Methylacetophenone,0.98,1.026,100,DCM,300,50/1,10,2023-08-21_12-28-47.xlsx,Silica-CS 4g+4g,4278,7399,CC1=CC=CC=C1C(=O)C,4278,7399
122-00-9,4'-Methylacetophenone,0.98,1.004,100,DCM,300,0/1,10,2023-08-21_13-21-40.xlsx,Silica-CS 4g+4g,992,3040,CC1=CC=C(C=C1)C(=O)C,992,3040
122-00-9,4'-Methylacetophenone,0.98,1.004,100,DCM,300,1/1,10,2023-08-21_13-27-11.xlsx,Silica-CS 4g+4g,1226,2265,CC1=CC=C(C=C1)C(=O)C,1226,2265
122-00-9,4'-Methylacetophenone,0.98,1.004,100,DCM,300,2/1,10,2023-08-21_13-33-28.xlsx,Silica-CS 4g+4g,1300,2727,CC1=CC=C(C=C1)C(=O)C,1300,2727
122-00-9,4'-Methylacetophenone,0.98,1.004,100,DCM,300,5/1,10,2023-08-21_13-41-20.xlsx,Silica-CS 4g+4g,1578,3650,CC1=CC=C(C=C1)C(=O)C,1578,3650
122-00-9,4'-Methylacetophenone,0.98,1.004,100,DCM,300,10/1,10,2023-08-21_13-50-37.xlsx,Silica-CS 4g+4g,2444,4624,CC1=CC=C(C=C1)C(=O)C,2444,4624
122-00-9,4'-Methylacetophenone,0.98,1.004,100,DCM,300,20/1,10,2023-08-21_14-02-05.xlsx,Silica-CS 4g+4g,3426,5983,CC1=CC=C(C=C1)C(=O)C,3426,5983
122-00-9,4'-Methylacetophenone,0.98,1.004,100,DCM,300,50/1,10,2023-08-21_14-20-56.xlsx,Silica-CS 4g+4g,6319,10419,CC1=CC=C(C=C1)C(=O)C,6319,10419
119-36-8,Methyl salicylate,0.99,1.174,100,PE,300,0/1,10,2023-08-21_14-41-29.xlsx,Silica-CS 4g+4g,1032,2034,COC(=O)C1=CC=CC=C1O,1032,2034
119-36-8,Methyl salicylate,0.99,1.174,100,PE,300,1/1,10,2023-08-21_14-46-35.xlsx,Silica-CS 4g+4g,1350,2039,COC(=O)C1=CC=CC=C1O,1350,2039
119-36-8,Methyl salicylate,0.99,1.174,100,PE,300,2/1,10,2023-08-21_14-52-01.xlsx,Silica-CS 4g+4g,1467,2232,COC(=O)C1=CC=CC=C1O,1467,2232
119-36-8,Methyl salicylate,0.99,1.174,100,PE,300,5/1,10,2023-08-21_14-58-03.xlsx,Silica-CS 4g+4g,1537,2553,COC(=O)C1=CC=CC=C1O,1537,2553
119-36-8,Methyl salicylate,0.99,1.174,100,PE,300,10/1,10,2023-08-21_15-04-34.xlsx,Silica-CS 4g+4g,1812,2858,COC(=O)C1=CC=CC=C1O,1812,2858
119-36-8,Methyl salicylate,0.99,1.174,100,PE,300,20/1,10,2023-08-21_15-11-36.xlsx,Silica-CS 4g+4g,2102,3185,COC(=O)C1=CC=CC=C1O,2102,3185
119-36-8,Methyl salicylate,0.99,1.174,100,PE,300,50/1,10,2023-08-21_15-19-28.xlsx,Silica-CS 4g+4g,2349,3687,COC(=O)C1=CC=CC=C1O,2349,3687
1694-31-1,tert-Butyl acetoacetate,0.97,0.954,100,DCM,300,0/1,10,2023-08-21_15-32-50.xlsx,Silica-CS 4g+4g,1028,1618,CC(=O)CC(=O)OC(C)(C)C,1028,1618
1694-31-1,tert-Butyl acetoacetate,0.97,0.954,100,DCM,300,1/1,10,2023-08-21_15-37-47.xlsx,Silica-CS 4g+4g,1296,1944,CC(=O)CC(=O)OC(C)(C)C,1296,1944
1694-31-1,tert-Butyl acetoacetate,0.97,0.954,100,DCM,300,2/1,10,2023-08-21_15-44-13.xlsx,Silica-CS 4g+4g,1634,2821,CC(=O)CC(=O)OC(C)(C)C,1634,2821
1694-31-1,tert-Butyl acetoacetate,0.97,0.954,100,DCM,300,5/1,10,2023-08-21_15-53-11.xlsx,Silica-CS 4g+4g,2267,4389,CC(=O)CC(=O)OC(C)(C)C,2267,4389
1694-31-1,tert-Butyl acetoacetate,0.97,0.954,100,DCM,300,10/1,10,2023-08-21_16-04-29.xlsx,Silica-CS 4g+4g,3361,5737,CC(=O)CC(=O)OC(C)(C)C,3361,5737
1694-31-1,tert-Butyl acetoacetate,0.97,0.954,100,DCM,300,20/1,10,2023-08-21_16-21-03.xlsx,Silica-CS 4g+4g,5523,8844,CC(=O)CC(=O)OC(C)(C)C,5523,8844
101-97-3,Ethyl phenylacetate,0.99,1.03,100,PE,300,0/1,10,2023-08-21_16-58-27.xlsx,Silica-CS 4g+4g,981,1450,CCOC(=O)CC1=CC=CC=C1,981,1450
101-97-3,Ethyl phenylacetate,0.99,1.03,100,PE,300,1/1,10,2023-08-21_17-03-03.xlsx,Silica-CS 4g+4g,1253,1711,CCOC(=O)CC1=CC=CC=C1,1253,1711
101-97-3,Ethyl phenylacetate,0.99,1.03,100,PE,300,2/1,10,2023-08-21_17-08-04.xlsx,Silica-CS 4g+4g,1312,1956,CCOC(=O)CC1=CC=CC=C1,1312,1956
101-97-3,Ethyl phenylacetate,0.99,1.03,100,PE,300,5/1,10,2023-08-21_17-13-55.xlsx,Silica-CS 4g+4g,1449,2499,CCOC(=O)CC1=CC=CC=C1,1449,2499
101-97-3,Ethyl phenylacetate,0.99,1.03,100,PE,300,10/1,10,2023-08-21_17-20-57.xlsx,Silica-CS 4g+4g,1905,3167,CCOC(=O)CC1=CC=CC=C1,1905,3167
101-97-3,Ethyl phenylacetate,0.99,1.03,100,PE,300,20/1,10,2023-08-21_17-30-20.xlsx,Silica-CS 4g+4g,2489,4554,CCOC(=O)CC1=CC=CC=C1,2489,4554
101-97-3,Ethyl phenylacetate,0.99,1.03,100,PE,300,50/1,10,2023-08-21_17-41-38.xlsx,Silica-CS 4g+4g,4278,5829,CCOC(=O)CC1=CC=CC=C1,4278,5829
134-20-3,Methyl anthranilate,0.98,1.168,100,DCM,300,0/1,10,2023-08-21_18-30-21.xlsx,Silica-CS 4g+4g,1132,1912,COC(=O)C1=CC=CC=C1N,1132,1912
134-20-3,Methyl anthranilate,0.98,1.168,100,DCM,300,1/1,10,2023-08-21_18-35-37.xlsx,Silica-CS 4g+4g,1297,2208,COC(=O)C1=CC=CC=C1N,1297,2208
134-20-3,Methyl anthranilate,0.98,1.168,100,DCM,300,2/1,10,2023-08-21_18-41-34.xlsx,Silica-CS 4g+4g,1333,2555,COC(=O)C1=CC=CC=C1N,1333,2555
134-20-3,Methyl anthranilate,0.98,1.168,100,DCM,300,10/1,10,2023-08-21_19-38-43.xlsx,Silica-CS 4g+4g,1755,2464,COC(=O)C1=CC=CC=C1N,1755,2464
134-20-3,Methyl anthranilate,0.98,1.168,100,DCM,300,20/1,10,2023-08-21_19-45-04.xlsx,Silica-CS 4g+4g,583,2768,COC(=O)C1=CC=CC=C1N,583,2768
134-20-3,Methyl anthranilate,0.98,1.168,100,DCM,300,50/1,10,2023-08-21_20-15-54.xlsx,Silica-CS 4g+4g,3410,9534,COC(=O)C1=CC=CC=C1N,3410,9534
103-36-6,Ethyl (2Z)-3-aminobut-2-enoate,0.99,1.049,100,DCM,300,0/1,10,2023-08-21_20-44-01.xlsx,Silica-CS 4g+4g,1073,2586,CCOC(=O)/C=C/C1=CC=CC=C1,1073,2586
103-36-6,Ethyl cinnamate,0.99,1.049,100,DCM,300,1/1,10,2023-08-21_20-49-23.xlsx,Silica-CS 4g+4g,1159,2373,CCOC(=O)/C=C/C1=CC=CC=C1,1159,2373
103-36-6,Ethyl cinnamate,0.99,1.049,100,DCM,300,2/1,10,2023-08-21_20-55-09.xlsx,Silica-CS 4g+4g,1177,2421,CCOC(=O)/C=C/C1=CC=CC=C1,1177,2421
103-36-6,Ethyl cinnamate,0.99,1.049,100,DCM,300,5/1,10,2023-08-21_21-01-51.xlsx,Silica-CS 4g+4g,1246,2963,CCOC(=O)/C=C/C1=CC=CC=C1,1246,2963
103-36-6,Ethyl cinnamate,0.99,1.049,100,DCM,300,10/1,10,2023-08-21_21-10-43.xlsx,Silica-CS 4g+4g,1398,4268,CCOC(=O)/C=C/C1=CC=CC=C1,1398,4268
103-36-6,Ethyl cinnamate,0.99,1.049,100,DCM,300,20/1,10,2023-08-21_21-20-05.xlsx,Silica-CS 4g+4g,1962,4571,CCOC(=O)/C=C/C1=CC=CC=C1,1962,4571
103-36-6,Ethyl cinnamate,0.99,1.049,100,DCM,300,50/1,10,2023-08-21_21-33-19.xlsx,Silica-CS 4g+4g,3207,6848,CCOC(=O)/C=C/C1=CC=CC=C1,3207,6848
26537-19-9,Methyl 4-tert-butylbenzoate,0.99,0.995,100,PE,300,0/1,10,2023-08-22_13-46-53.xlsx,Silica-CS 4g+4g,3196,3189,CC(C)(C)C1=CC=C(C=C1)C(=O)OC,3196,3189
26537-19-9,Methyl 4-tert-butylbenzoate,0.99,0.995,100,PE,300,1/1,10,2023-08-22_13-52-34.xlsx,Silica-CS 4g+4g,1502,2363,CC(C)(C)C1=CC=C(C=C1)C(=O)OC,1502,2363
26537-19-9,Methyl 4-tert-butylbenzoate,0.99,0.995,100,PE,300,2/1,10,2023-08-22_13-58-10.xlsx,Silica-CS 4g+4g,1465,2286,CC(C)(C)C1=CC=C(C=C1)C(=O)OC,1465,2286
26537-19-9,Methyl 4-tert-butylbenzoate,0.99,0.995,100,PE,300,5/1,10,2023-08-22_14-04-02.xlsx,Silica-CS 4g+4g,1501,2459,CC(C)(C)C1=CC=C(C=C1)C(=O)OC,1501,2459
26537-19-9,Methyl 4-tert-butylbenzoate,0.99,0.995,100,PE,300,10/1,10,2023-08-22_14-11-29.xlsx,Silica-CS 4g+4g,1845,3417,CC(C)(C)C1=CC=C(C=C1)C(=O)OC,1845,3417
26537-19-9,Methyl 4-tert-butylbenzoate,0.99,0.995,100,PE,300,20/1,10,2023-08-22_14-19-31.xlsx,Silica-CS 4g+4g,2225,3789,CC(C)(C)C1=CC=C(C=C1)C(=O)OC,2225,3789
26537-19-9,Methyl 4-tert-butylbenzoate,0.99,0.995,100,PE,300,50/1,10,2023-08-22_14-30-19.xlsx,Silica-CS 4g+4g,2722,5432,CC(C)(C)C1=CC=C(C=C1)C(=O)OC,2722,5432
626-34-6,Ethyl (2Z)-3-aminobut-2-enoate,0.9976,1.022,100,PE,300,0/1,10,2023-08-22_14-44-54.xlsx,Silica-CS 4g+4g,1059,3067,CCOC(=O)/C=C(/C)\N,1059,3067
626-34-6,Ethyl (2Z)-3-aminobut-2-enoate,0.9976,1.022,100,PE,300,1/1,10,2023-08-22_14-52-11.xlsx,Silica-CS 4g+4g,1513,3226,CCOC(=O)/C=C(/C)\N,1513,3226
626-34-6,Ethyl (2Z)-3-aminobut-2-enoate,0.9976,1.022,100,PE,300,2/1,10,2023-08-22_15-00-13.xlsx,Silica-CS 4g+4g,1974,3783,CCOC(=O)/C=C(/C)\N,1974,3783
626-34-6,Ethyl (2Z)-3-aminobut-2-enoate,0.9976,1.022,100,PE,300,5/1,10,2023-08-22_15-15-12.xlsx,Silica-CS 4g+4g,4355,7901,CCOC(=O)/C=C(/C)\N,4355,7901
626-34-6,Ethyl (2Z)-3-aminobut-2-enoate,0.9976,1.022,100,PE,300,10/1,10,2023-08-22_15-38-35.xlsx,Silica-CS 4g+4g,6684,12913,CCOC(=O)/C=C(/C)\N,6684,12913
7318-00-5,ETHYL 3-AMINOBUT-2-ENOATE,0.9913,1.022,100,DCM,300,0/1,10,2023-08-22_16-38-05.xlsx,Silica-CS 4g+4g,1087,2635,CCOC(=O)/C=C(/C)\N,1087,2635
7318-00-5,ETHYL 3-AMINOBUT-2-ENOATE,0.9913,1.022,100,DCM,300,1/1,10,2023-08-22_16-44-22.xlsx,Silica-CS 4g+4g,1335,2770,CCOC(=O)/C=C(/C)\N,1335,2770
7318-00-5,ETHYL 3-AMINOBUT-2-ENOATE,0.9913,1.022,100,DCM,300,2/1,10,2023-08-22_16-52-19.xlsx,Silica-CS 4g+4g,1891,3699,CCOC(=O)/C=C(/C)\N,1891,3699
7318-00-5,ETHYL 3-AMINOBUT-2-ENOATE,0.9913,1.022,100,DCM,300,5/1,10,2023-08-22_17-07-23.xlsx,Silica-CS 4g+4g,4453,7970,CCOC(=O)/C=C(/C)\N,4453,7970
